"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"11382","11382","W 52nd Ave & Benton St","Vehicles Travelling West","39.79111","-105.054793",,,"0",,,"1"
"13313","13313","W Dartmouth Ave & S Sheridan Blvd","Vehicles Travelling West","39.656146","-105.054487",,,"0","34134",,"1"
"10942","10942","Bruce Randolph Ave & Colorado Blvd","Vehicles Travelling West","39.764514","-104.941295",,,"0",,,"1"
"12105","12105","Alameda Ave & S Ursula Way","Vehicles Travelling East","39.711054","-104.83624",,,"0",,,"1"
"25005","25005","W Grant Ranch Blvd & W Dorado Dr W","Vehicles Travelling East","39.616686","-105.071297",,,"0",,,"1"
"10211","10211","13th Ave & Garfield St","Vehicles Travelling West","39.736801","-104.94427",,,"0",,,"1"
"26395","26395","Hampden Ave & S Telluride Way","Vehicles Travelling East","39.652937","-104.781573",,,"0",,,"1"
"20875","20875","Yale Ave & Marina Dr","Vehicles Travelling East","39.667499","-104.821113",,,"0",,,"1"
"10716","10716","28th Ave & Steele St","Vehicles Travelling East","39.756903","-104.949457",,,"0",,,"1"
"10179","10179","12th Ave & Race St","Vehicles Travelling East","39.735005","-104.963223",,,"0",,,"1"
"34878","34878","Green Valley Ranch Blvd & Argonne St","Vehicles Travelling West","39.783861","-104.765319",,,"0",,,"1"
"21921","21921","CO 119 & Magnolia Dr","Vehicles Travelling West","40.005593","-105.351202",,,"0",,,"1"
"24092","24092","Peoria St & 51st Ave","Vehicles Travelling North","39.788738","-104.846911",,,"0",,,"1"
"10186","10186","12th Ave & Washington St","Vehicles Travelling East","39.735093","-104.97837",,,"0",,,"1"
"25995","25995","Chenango Ave & S Liverpool Cir","Vehicles Travelling West","39.626913","-104.746381",,,"0",,,"1"
"16614","16614","Smith Rd & Newport St","Vehicles Travelling West","39.772823","-104.910087",,,"0",,,"1"
"11237","11237","47th Ave & Joliet St","Vehicles Travelling East","39.782235","-104.860638",,,"0",,,"1"
"34808","34808","Orleans St & 53rd Pl","Vehicles Travelling South","39.793534","-104.736731",,,"0",,,"1"
"15325","15325","W Mississippi Ave & S Bryant St","Vehicles Travelling West","39.696809","-105.018327",,,"0",,,"1"
"19372","19372","Denver West Pkwy & W 20th Ave","Vehicles Travelling Southwest","39.746886","-105.153281",,,"0",,,"1"
"33420","33420","45th Ave & Andes St","Vehicles Travelling West","39.778062","-104.771039",,,"0",,,"1"
"15536","15536","S Monaco Pkwy & Florida Ave","Vehicles Travelling South","39.689077","-104.91296",,,"0",,,"1"
"20780","20780","Knox Ct & W 3rd Ave","Vehicles Travelling South","39.721583","-105.032561",,,"0",,,"1"
"12106","12106","W Alameda Ave & S Utica St","Vehicles Travelling East","39.711167","-105.047151",,,"0",,,"1"
"16612","16612","Smith Rd & Magnolia St","Vehicles Travelling East","39.772937","-104.91155",,,"0",,,"1"
"10818","10818","30th Ave & Scranton St","Vehicles Travelling West","39.759009","-104.841739",,,"0",,,"1"
"14278","14278","S Havana St & Mississippi Ave","Vehicles Travelling North","39.697184","-104.86581",,,"0",,,"1"
"11159","11159","W 44th Ave & Meade St","Vehicles Travelling West","39.776783","-105.035403",,,"0",,,"1"
"12585","12585","Broadway & Regent Dr","Vehicles Travelling Northwest","40.003993","-105.268574",,,"0",,,"1"
"15880","15880","Pecos St & Milky Way","Vehicles Travelling South","39.854977","-105.00615",,,"0",,,"1"
"20541","20541","Aspen Park PnR","Vehicles Travelling Southwest","39.540742","-105.298233",,,"0","33793",,"1"
"26393","26393","Hampden Ave & S Buckley Rd","Vehicles Travelling East","39.652937","-104.79067",,,"0",,,"1"
"18005","18005","CO 119 & S Airport Rd","Vehicles Travelling Southwest","40.124184","-105.148555",,,"0",,,"1"
"26396","26396","Hampden Ave & S Tower Rd","Vehicles Travelling East","39.65287","-104.771789",,,"0",,,"1"
"25785","25785","Yarmouth Ave & 13th St","Vehicles Travelling East","40.058155","-105.280705",,,"0",,,"1"
"10060","10060","W 10th Ave & Julian St","Vehicles Travelling East","39.732914","-105.030539",,,"0",,,"1"
"21985","21985","Pecos St & W 64th Ave N","Vehicles Travelling South","39.81436","-105.006373",,,"0",,,"1"
"22345","22345","South Boulder Rd & Plaza Dr","Vehicles Travelling West","39.987033","-105.122603",,,"0",,,"1"
"11381","11381","W 52nd Ave & Sheridan Blvd","Vehicles Travelling East","39.791015","-105.05251",,,"0",,,"1"
"11903","11903","9th Ave & Dahlia St","Vehicles Travelling West","39.731129","-104.931942",,,"0",,,"1"
"19387","19387","Arapahoe Ave & Conestoga St","Vehicles Travelling East","40.014556","-105.227226",,,"0",,,"1"
"15228","15228","MLK Blvd & Dahlia St","Vehicles Travelling East","39.761801","-104.931114",,,"0",,,"1"
"21899","21899","Nederland PnR","Vehicles Travelling West","39.962299","-105.513066",,,"0","33832",,"1"
"10920","10920","W 32nd Ave & Webster St","Vehicles Travelling West","39.76215","-105.080247",,,"0",,,"1"
"34813","34813","Orleans St & 51st Dr","Vehicles Travelling North","39.790089","-104.737645",,,"0",,,"1"
"21795","21795","S Colorado Blvd & Cherry Creek N Dr","Vehicles Travelling South","39.706876","-104.940926",,,"0",,,"1"
"15071","15071","Louisiana Ave & S Yampa Ct","Vehicles Travelling West","39.693118","-104.775055",,,"0",,,"1"
"15494","15494","Monaco Pkwy & 10th Ave","Vehicles Travelling South","39.73145","-104.912849",,,"0",,,"1"
"21917","21917","CO 119 & East St","Vehicles Travelling East","39.964973","-105.503948",,,"0",,,"1"
"10958","10958","Bruce Randolph Ave & Steele St","Vehicles Travelling West","39.764515","-104.950511",,,"0",,,"1"
"12209","12209","Arapahoe Ave & 29th St","Vehicles Travelling East","40.014513","-105.255688",,,"0",,,"1"
"13889","13889","W Florida Ave & S Harlan St","Vehicles Travelling East","39.689429","-105.062179",,,"0",,,"1"
"17047","17047","S Wadsworth Blvd & W Eastman Pl","Vehicles Travelling South","39.657834","-105.081577",,,"0",,,"1"
"15550","15550","S Monaco Pkwy & Leetsdale Dr","Vehicles Travelling South","39.702558","-104.912964",,,"0",,,"1"
"15173","15173","Main St & Mountain View Ave","Vehicles Travelling North","40.181932","-105.102265",,,"0",,,"1"
"17120","17120","Walnut St & 40th St","Vehicles Travelling Northeast","39.772126","-104.969434",,,"0",,,"1"
"34991","34991","S Main St & W Bromley Ln","Vehicles Travelling South","39.973149","-104.82674",,,"0",,,"1"
"12516","12516","S Broadway & Evans Ave","Vehicles Travelling North","39.678824","-104.987407",,,"0",,,"1"
"15719","15719","South Golden Rd & Pike St","Vehicles Travelling Southeast","39.734649","-105.18185",,,"0",,,"1"
"23402","23402","20th St & Chestnut St","Vehicles Travelling West","39.757663","-104.998332",,,"0",,,"1"
"10781","10781","29th Ave & Oneida St","Vehicles Travelling West","39.758442","-104.907539",,,"0",,,"1"
"26273","26273","I-25 & Broadway Station Gate A2","Vehicles Travelling North","39.701822","-104.98997",,,"0","33686",,"1"
"13505","13505","Eisenhower Dr & Arapahoe Ave","Vehicles Travelling South","40.013896","-105.232036",,,"0",,,"1"
"10735","10735","29th Ave & Bellaire St","Vehicles Travelling East","39.758256","-104.936959",,,"0",,,"1"
"23485","23485","Civic Center Loop","Vehicles Travelling Northwest","39.741392","-104.987192",,,"0","33701",,"1"
"12215","12215","Arapahoe Ave & 30th St","Vehicles Travelling West","40.014759","-105.252843",,,"0",,,"1"
"12618","12618","Broadway & Yarmouth Ave","Vehicles Travelling North","40.058537","-105.282048",,,"0",,,"1"
"11407","11407","55th St & Central Ave","Vehicles Travelling South","40.019339","-105.225524",,,"0",,,"1"
"18769","18769","S Chambers Rd & Iliff Ave","Vehicles Travelling South","39.674191","-104.810056",,,"0",,,"1"
"10367","10367","19th St & Cedar Ave","Vehicles Travelling North","40.027895","-105.272534",,,"0",,,"1"
"15504","15504","Monaco Pkwy & 26th Ave","Vehicles Travelling North","39.755152","-104.912383",,,"0",,,"1"
"13367","13367","Downing St & 11th Ave","Vehicles Travelling North","39.733914","-104.972928",,,"0",,,"1"
"35033","35033","Civic Center Station Gate 3","Vehicles Travelling North","39.740952","-104.986429",,,"0","33701",,"1"
"33896","33896","Thornton/Northglenn","Vehicles Travelling North","39.921579","-104.962164",,,"0",,,"1"
"34730","34730","5100 Block Mississippi Ave","Vehicles Travelling West","39.696719","-104.927743",,,"0",,,"1"
"34802","34802","Maxwell Pl & Kirk St","Vehicles Travelling East","39.795245","-104.74583",,,"0",,,"1"
"11204","11204","W 44th Ave & Yarrow St","Vehicles Travelling West","39.776679","-105.084197",,,"0",,,"1"
"25171","25171","Arapahoe Rd & Forest Park Dr","Vehicles Travelling West","40.014758","-105.128467",,,"0",,,"1"
"12913","12913","Colfax Ave & Josephine St","Vehicles Travelling West","39.740146","-104.959184",,,"0",,,"1"
"35495","35495","Merlin Dr & E Spaulding St","Vehicles Travelling South","39.992247","-105.081182",,,"0",,,"1"
"12203","12203","Arapahoe Ave & 19th St","Vehicles Travelling West","40.014653","-105.269778",,,"0",,,"1"
"23795","23795","W 13th Ave & Speer Blvd","Vehicles Travelling West","39.736917","-104.996861",,,"0",,,"1"
"12222","12222","Arapahoe Ave & 55th St","Vehicles Travelling West","40.014783","-105.226349",,,"0",,,"1"
"33788","33788","39th St / Table Mesa","Vehicles Travelling North","39.985522","-105.248455",,,"1",,,"0"
"34922","34922","Peoria St & 49th Ave","Vehicles Travelling South","39.785922","-104.847209",,,"0",,,"1"
"22003","22003","Broadway & Lee Hill Dr","Vehicles Travelling South","40.061394","-105.282238",,,"0",,,"1"
"26211","26211","S Simms St & S Ward St","Vehicles Travelling South","39.596268","-105.128927",,,"0",,,"1"
"21505","21505","Arapahoe Rd & S Lima St","Vehicles Travelling West","39.595182","-104.857947",,,"0",,,"1"
"23879","23879","S Buckley Rd & Mexico Ave","Vehicles Travelling North","39.68613","-104.790853",,,"0",,,"1"
"12878","12878","Colfax Ave & Fillmore St","Vehicles Travelling East","39.740091","-104.952698",,,"0",,,"1"
"26205","26205","28th St & College Ave","Vehicles Travelling North","40.007085","-105.258239",,,"0",,,"1"
"20877","20877","S Dayton Way & Harvard Ave","Vehicles Travelling South","39.670951","-104.875362",,,"0",,,"1"
"14075","14075","S Gaylord St & Louisiana Ave","Vehicles Travelling North","39.69317","-104.961687",,,"0",,,"1"
"12583","12583","S Broadway & Quincy Ave","Vehicles Travelling North","39.639117","-104.987673",,,"0",,,"1"
"13047","13047","Colorado Blvd & 11th Ave","Vehicles Travelling South","39.73376","-104.940864",,,"0",,,"1"
"26079","26079","23rd Ave & Syracuse St","Vehicles Travelling West","39.751089","-104.8993",,,"0",,,"1"
"10749","10749","29th Ave & Fairfax St","Vehicles Travelling East","39.758325","-104.92865",,,"0",,,"1"
"12225","12225","6400 Block Arapahoe Rd","Vehicles Travelling East","40.014621","-105.202388",,,"0",,,"1"
"21374","21374","Market St & 14th St","Vehicles Travelling Northeast","39.748135","-105.00042",,,"0",,,"1"
"12012","12012","Alameda Ave & S Holly St","Vehicles Travelling West","39.711387","-104.922643",,,"0",,,"1"
"10332","10332","W 17th Ave & Wolff St","Vehicles Travelling West","39.744035","-105.049007",,,"0",,,"1"
"20368","20368","S Parker Rd & Lehigh Ave","Vehicles Travelling Southeast","39.647585","-104.829105",,,"0",,,"1"
"33640","33640","Quebec St & MLK Blvd","Vehicles Travelling North","39.762962","-104.902632",,,"0",,,"1"
"26302","26302","Southmoor Station Gate C","Vehicles Travelling West","39.649085","-104.915288",,,"0","33721",,"1"
"25312","25312","S Allison Pkwy & W Alameda Ave","Vehicles Travelling North","39.710135","-105.08606",,,"0",,,"1"
"25444","25444","Broadway & Marine St","Vehicles Travelling North","40.013145","-105.278214",,,"0",,,"1"
"22102","22102","S Reservoir Rd & Rice Dr","Vehicles Travelling South","39.63668","-104.763395",,,"0",,,"1"
"17185","17185","Washington St & 62nd Ave","Vehicles Travelling North","39.809511","-104.97794",,,"0",,,"1"
"20013","20013","Merlin Dr & E Spaulding St","Vehicles Travelling South","39.990639","-105.081202",,,"0",,,"1"
"18610","18610","W 38th Ave & Vallejo St","Vehicles Travelling East","39.769208","-105.012291",,,"0",,,"1"
"22859","22859","Baseline Rd & Platt Middle School","Vehicles Travelling East","40.003583","-105.20994",,,"0",,,"1"
"16923","16923","Valmont Rd & Sterling Cir","Vehicles Travelling West","40.029321","-105.230545",,,"0",,,"1"
"16178","16178","S Quebec St & Leetsdale Dr","Vehicles Travelling South","39.697845","-104.903665",,,"0",,,"1"
"25136","25136","W Virginia Ave & S Wadsworth Blvd","Vehicles Travelling West","39.707144","-105.082279",,,"0",,,"1"
"17731","17731","Broadway & W Colfax Ave","Vehicles Travelling South","39.740318","-104.987529",,,"0",,,"1"
"10898","10898","W 32nd Ave & Meade St","Vehicles Travelling West","39.762186","-105.03605",,,"0",,,"1"
"14972","14972","Lincoln St & 50th Ave","Vehicles Travelling South","39.787109","-104.985855",,,"0",,,"1"
"16767","16767","Andrews Dr & Tulsa Ct","Vehicles Travelling Northeast","39.784757","-104.840232",,,"0",,,"1"
"15324","15324","W Mississippi Ave & S Bryant St","Vehicles Travelling East","39.696687","-105.017591",,,"0",,,"1"
"13058","13058","Colorado Blvd & 23rd Ave","Vehicles Travelling North","39.750804","-104.940523",,,"0",,,"1"
"13540","13540","Espana St & Batavia Dr","Vehicles Travelling Northeast","39.743537","-104.759309",,,"0",,,"1"
"16382","16382","S Sable Blvd & Centrepoint Dr","Vehicles Travelling South","39.707394","-104.819417",,,"0",,,"1"
"34564","34564","Evergreen PnR  {1302}","Vehicles Travelling Northwest","39.638777","-105.3317",,,"0","33809",,"1"
"24521","24521","Airport Blvd & Colfax Ave","Vehicles Travelling South","39.739688","-104.791395",,,"0",,,"1"
"12051","12051","Alameda Ave & S Niagara St","Vehicles Travelling East","39.711147","-104.909341",,,"0",,,"1"
"15381","15381","Mississippi Ave & S Joliet St","Vehicles Travelling East","39.696453","-104.861169",,,"0",,,"1"
"20530","20530","Girard Ave & S Dayton St","Vehicles Travelling East","39.654271","-104.875319",,,"0",,,"1"
"24442","24442","500 Block N 111th St","Vehicles Travelling South","40.003207","-105.093387",,,"0",,,"1"
"25189","25189","Chambers Rd & 52nd Ave","Vehicles Travelling South","39.787465","-104.809846",,,"0",,,"1"
"11974","11974","Alameda Ave & S Colorado Blvd","Vehicles Travelling East","39.71138","-104.939338",,,"0",,,"1"
"17859","17859","Smith Rd & Scranton St","Vehicles Travelling West","39.766483","-104.837915",,,"0",,,"1"
"10021","10021","W 104th Ave & Livingston Dr","Vehicles Travelling East","39.885038","-105.002857",,,"0",,,"1"
"19491","19491","S Quebec Way & Colorado Ave","Vehicles Travelling Southeast","39.68443","-104.892163",,,"0",,,"1"
"23987","23987","Mansfield Ave & S Yampa St","Vehicles Travelling East","39.646968","-104.772802",,,"0",,,"1"
"26435","26435","Tower Rd & 51st Ave","Vehicles Travelling North","39.789788","-104.771957",,,"0",,,"1"
"19343","19343","Arapahoe Ave & 63rd St","Vehicles Travelling West","40.014763","-105.207476",,,"0",,,"1"
"22863","22863","Cherryvale Rd & Baseline Rd","Vehicles Travelling North","40.003167","-105.212436",,,"0",,,"1"
"34333","34333","W 46th Ave & Tejon St","Vehicles Travelling East","39.780094","-105.010738",,,"0",,,"1"
"25802","25802","Exposition Ave & S Sable Blvd","Vehicles Travelling East","39.703794","-104.821203",,,"0",,,"1"
"13949","13949","W Florida Ave & S Upham St","Vehicles Travelling East","39.689379","-105.076346",,,"0",,,"1"
"12647","12647","S Buckley Rd & Princeton Dr","Vehicles Travelling North","39.640952","-104.791271",,,"0",,,"1"
"13504","13504","Eisenhower Dr & Arapahoe Ave","Vehicles Travelling North","40.014192","-105.2319",,,"0",,,"1"
"19888","19888","S Hover St & Boston Ave","Vehicles Travelling South","40.159435","-105.130753",,,"0",,,"1"
"21249","21249","8800 Block Florida Ave","Vehicles Travelling West","39.689383","-104.885319",,,"0",,,"1"
"23615","23615","W Quincy Ave & S Wright Way","Vehicles Travelling East","39.638506","-105.138932",,,"0",,,"1"
"22600","22600","Arapahoe Rd & S Galena St","Vehicles Travelling West","39.595171","-104.870726",,,"0",,,"1"
"12535","12535","S Broadway & Iliff Ave","Vehicles Travelling North","39.675189","-104.987477",,,"0",,,"1"
"14166","14166","Hampden Ave & S Oneida Way","Vehicles Travelling East","39.652986","-104.908443",,,"0",,,"1"
"13060","13060","Colorado Blvd & 26th Ave","Vehicles Travelling South","39.754096","-104.940811",,,"0",,,"1"
"24463","24463","Arkansas Ave & S Wheeling Way","Vehicles Travelling East","39.691199","-104.831948",,,"0","34679",,"1"
"34870","34870","51st Ave & Boiling Dr","Vehicles Travelling Northeast","39.787146","-104.824261",,,"0",,,"1"
"21411","21411","MLK Blvd & Glencoe St","Vehicles Travelling West","39.76205","-104.925555",,,"0",,,"1"
"14601","14601","Iris Ave & 22nd St","Vehicles Travelling West","40.036476","-105.2689",,,"0",,,"1"
"17915","17915","N 111th St & Lucerne Dr","Vehicles Travelling North","40.007753","-105.093237",,,"0",,,"1"
"10784","10784","29th Ave & Quebec St","Vehicles Travelling West","39.758451","-104.903959",,,"0",,,"1"
"11351","11351","W 50th Ave & Tennyson St","Vehicles Travelling West","39.787481","-105.043777",,,"0",,,"1"
"12519","12519","S Broadway & W Exposition Ave","Vehicles Travelling South","39.704141","-104.987679",,,"0",,,"1"
"14286","14286","S Havana St & Yale Ave","Vehicles Travelling South","39.667209","-104.866301",,,"0",,,"1"
"14971","14971","Lincoln St & 48th Ave","Vehicles Travelling South","39.783947","-104.985946",,,"0",,,"1"
"18591","18591","Alameda Ave & S Memphis Way","Vehicles Travelling East","39.706724","-104.797665",,,"0",,,"1"
"14135","14135","Hampden Ave & S Clermont St","Vehicles Travelling East","39.652953","-104.934814",,,"0",,,"1"
"15912","15912","Peoria St & 6th Ave","Vehicles Travelling North","39.726458","-104.847097",,,"0",,,"1"
"11332","11332","W 50th Ave & Federal Blvd","Vehicles Travelling West","39.787554","-105.025811",,,"0",,,"1"
"15615","15615","Moorhead Ave & S 36th St","Vehicles Travelling Northwest","39.994237","-105.249659",,,"0",,,"1"
"26651","26651","Alameda Dr & Alameda Ave","Vehicles Travelling South","39.709241","-104.815445",,,"0",,,"1"
"26196","26196","Nine Mile Station Gate F","Vehicles Travelling Southwest","39.658014","-104.846143",,,"0","33719",,"1"
"20248","20248","S Buckley Rd & Evans Ave","Vehicles Travelling North","39.678128","-104.790854",,,"0",,,"1"
"13073","13073","Colorado Blvd & 48th Ave","Vehicles Travelling South","39.783413","-104.940653",,,"0",,,"1"
"24618","24618","Tower Rd & 56th Ave","Vehicles Travelling North","39.79873","-104.771986",,,"0",,,"1"
"19775","19775","US 36 & McCaslin Station Gate A","Vehicles Travelling East","39.958022","-105.168041",,,"0","34706",,"1"
"14267","14267","S Havana St & Girard Ave","Vehicles Travelling North","39.65673","-104.866323",,,"0",,,"1"
"22860","22860","Baseline Rd & Platt Middle School","Vehicles Travelling West","40.003688","-105.21008",,,"0",,,"1"
"13655","13655","W Exposition Ave & S Dale Ct","Vehicles Travelling East","39.703855","-105.02126",,,"0",,,"1"
"22700","22700","Curtis St & 18th St","Vehicles Travelling Northeast","39.748868","-104.992565",,,"0",,,"1"
"12987","12987","W Colfax Ave & Teller St","Vehicles Travelling East","39.740189","-105.076915",,,"0",,,"1"
"14406","14406","Huron St & W 100th Pl","Vehicles Travelling North","39.878768","-104.996553",,,"0",,,"1"
"16654","16654","Steele St & 50th Ave","Vehicles Travelling North","39.78758","-104.949864",,,"0",,,"1"
